line_number,text,emotion_label
14928,người chú kỹ_năng cau,4
24770,đúng mấy bà cứu hỏa kbiet làm_việc hay sao để mấy bà phải nhắc,1
27432,phát này đền_bù nhà hàng_xóm căng đét,1
6275,wa,4
16594,nè tr ơi,0
16419,thấy bình_luận k rep mai_xui cả ngày,2
18619,xử thật nặng,1
1478,cái j z má,1
25150,sợ vâyh,3
993,răng giám_ra đường đi làm,1
7136,khó thở_sợ không_gian kín như tôi không đi được,3
16794,nguy_hiểm qá,3
18825,cho cái án sau nay xin việc nay nọ khó lc đó mới thấm,2
23427,sợ thật_sự,3
16248,sợ ghê,3
8387,nể mỗi anh này,0
11259,ra đường giờ sợ nhất mấy cháu như này né vội,3
20257,đang coi mà t nghe mùi khét_á tr,3
3450,trả thù_đời hả sợ thế,3
25951,nhà đấy bán gas hả ng,4
12721,gặp tao thì,1
27519,vl,1
3212,chắc đi lâu lắm,4
184,chán cơm nhà,2
11416,hướng nội_het phần đời còn lại,2
24822,sợ quá,3
9660,trời phạt parky,1
2289,công_an đâu vào_cuộc ngay,1
11552,thích nhìn đểu tao không nghĩa_là gì ạ,1
264,gì v trời,4
20922,đua má nó nổ cái hết quay luôn,1
11055,linh,4
26256,so qua,4
14167,quá nhiều mẹ cám,1
302,muốn đi tù,2
14905,sao lại phải cưa ngọn vậy mn e_k biết thât,2
27401,xem mà nổi hết da_gà sợ thật,3
2848,quá nguy_hiểm,3
1166,hả bưởi sợ,3
16179,may ở tí võ_ngộ không dạy cho không thì xin vĩnh_biệt cụ,0
4675,ui sợ quá,3
14872,k bt thân chưa mà giỡn kiểu đó,1
9223,ra_đời e_nể mỗi 3 a thôi,4
24886,sao người ta không ra dập lửa,1
23114,portgas d ace phóng hỏa đếy,1
2339,bố nó cho_nên nó bảo không ai dám đụng vô đấy,1
14900,độ liều_mạng ko ai qua dk việt_nam,1
22645,an_toàn trên_hết em nhé,0
1090,thích thì nhích ko biết lý_do,0
9462,sống hướng nội cả đời,2
19058,còn với đám báo_thủ tôi xin đề_nghị không giảm án không có một sự ân_giảm nào hết cho những đứa làm_loạn xã_hội làm hại người khác pháp_luật phải xử_lý nghiêm_vụ này,1
17417,nuôi con lớn vậy rồi vậy_mà tiếc cho gđ nạn_nhân,2
11972,ngoài bắc thân_thiện nhỉ nhìn phát là nó kiếm bố r,1
13036,bản_chất parky,0
10361,đức thế mày,0
24579,thấy con bn thân đi với đứa khác tôi kiểu như cái nhà đấy rất xl vì mik hơi bị um_o cho mim xl,2
12155,nay quả báo tới nhanh lắm k,1
17654,nhiều thanh_niên xuống xe vẫn hãnh_diện lắm,4
10538,parky là thế đội quần,1
13743,phụ_huynh các em tự_hào lắm luôn con mình nuôi dạy giờ lớn lên chả biết sợ thằng nào trên đời,1
1526,thốn,0
14040,vừa lòng qua,4
24953,địa_chỉ ở đâu vậy,4
20916,thu huyen,4
5785,bây_giờ manh_động thật,1
14623,bole liat stories aku ga,4
20896,ui là trời lần đầu_tiên xem được tiếng gas nổ và côi nó nổ ntn,0
3253,drk trời thần,4
7298,đã bảo_a chỉ thêm ko bớt rồi mà ko nghe,1
3111,manh_động coi_thường pháp_luật cần mức phạt thật đáng tội,1
16214,gì dạ mấy cha,1
7517,em rất nể anh,0
12461,ôi còn sông quê,2
24146,mấy người quay_phim cảm_thấy rất hay,0
28212,sao cái nhà kế bên ko cháy,3
18593,8 năm quá nhẹ,2
22251,đọc cap,4
22853,a di_đà phật,4
18238,nếu là k may tai_nạn còn k đau bằng chúng_nó chơi_bời gầm_rú thỏa_mãn chúng_nó nhưng lại cướp đi cuộc_đời con_cái mình mà trả_giá quá ít,2
2579,đúng là bây_giờ không ở đâu an_toàn,3
17653,quá nhẹ luôn í,4
16296,kéo quá mạnh nên_lực đàn hồi cũng lớn,4
27490,đoạn xe phun lửa kiểu katon goukakyu no jutsu,4
17501,sao phải che mặt,4
13872,giỡn chứ giờ ra đường gặp mấy ông choai choai thế_này còn sợ hơn gặp giang_hồ tuổi này nó ko biết suy_nghĩ nên gì nó cũng dám làm,3
23869,sao nghe tiếng hú mà k phải đội cứu hỏa sao sợ thật,3
26238,cái này ở sapa đúng ko tui có coi trên fb rồi,4
23881,sao xe chữa_cháy tới rồi mà mà chưa xịt nước à,1
20250,sợ ở gần nhà bán gas,3
17660,quá buồn,2
28471,ở đâu vậy bạn khổ quá,2
1834,cha nào ở cần thơ nhớ cẩn_thận nha dạo này t thấy nhiều án_mạng lắm á,3
26197,sợ quá xem mà muốn khóc luôn,3
12801,luxury,4
539,xử_lý nghiêm_lam_gương cho kẻ khác,1
23979,phải ở hồng_ngự cao_lãnh gì đúng không,4
18766,đau_lòng lắm,2
7291,mấy e bé ba ơi tụi e_tuổi j mà kêu ck ngta về li_hôn_zợ 2 vụ rồi sáng_mắt lên đi tụi em ơi,1
14841,chuỗi id,4
6671,vào trong đường_hầm rất ngộp thở mình chỉ đi được 1 đoạn ngắn rồi phải tìm đường ra ngay nể_phục cha_ông,3
410,trời ơi thời_đại j vậy,4
2251,ra ngoài bg đáng sợ thật bệnh mà không uống thuốc nhiều quá,3
27048,ko biết có phải bị bồi_thường gì ko,2
25304,xe cứu hỏa đâu,3
27277,bị cháy o đau z ace,3
6058,phương,0
25638,nhìn mà xót_xa thương_gđ quá,2
16130,hay,0
18793,phải phạt thật nặng ngoài bắc toàn đua xe lạng_lách kiểu vậy ko,1
26536,chỉ thấy còi báo_động còn del thấy cái xe cứu hỏa nào,1
1892,sợ thật,3
27357,đền ốm,2
905,ko sợ đau sợ bị nhiễm bẩn á,3
1310,nga,4
27813,ghê zl,1
10438,ọp nek,4
12505,vừa lòng tao lắm,0
6285,tui là người mt đà_nẵng sống ở sg cũng được 3 năm rùi tui chơi tiktok đọc coment thấy toàn người sg pbvm rùi sân si với người bắc dậy ngoài đời hông đến lỗi mà sao trên tiktok lại chán quá dậy,2
25732,tội nhà bên cạnh,2
8743,hướng nội đến cuối đời còn lại,2
231,đại ka,0
28277,bên cạnh 2 ks cháy cả dây_điện nhà này tiêu rồi,3
18205,no nào cho tien_ty cuoi_troi con la ca_sinh mang cua lm cha lm me,2
18438,cho chung_thân hết loại này thả ra lại gây hại cho xã_hội,1
3384,hằng bộ_đội 36,4
5524,không muốn sống,2
5239,phải_chăng mấy án nặng bây_giờ nhân_đạo chưa áp_dụng lại chắc bạn í nhờn,1
5879,hà_nội mà manh_động thế,1
28264,ở đâu vậy ạ mẹ mình bảo gần nhà cũng có nhà bán gas bị cháy,3
6747,tự_hào là người con việt_nam,0
18719,đẻ cái trứng luộc ăn có phải sướng hơn ko,1
853,người miền tây dễ_thương vô_cùng dễ làm người khác bị_thương,0
6790,xin_lỗi tướng thật khác tướng nói,2
5597,nó coi_thường luật_pháp cho_nên nó làm như_vậy,1
26574,cái này lâu rồi,4
9760,nghiệp tới,2
25771,ở đâu_đây ạ,4
16952,dung chery,0
8573,b3 cứ yên làm b3 đi ai kêu dành chỗ chính thất_chi chưa nghe vụ ông bác_sĩ ở bv đồng_nai à,1
4785,các ông chưa biết công_an nó máu_chiến như nào đâu như con trau_đực nhốt 4 năm mới ra,1
13289,hen quá ở sớm tôi không có cái lũ như này,1
10386,tk chạy cố_tình chs tk đó đấy,1
23304,có cháy lan không ạ,3
16780,ngày em đi anh như điên_đảo,2
293,lý_do là gì trời,4
22414,cho hỏi khach_sạn có đc bồi_thường gì k,4
10849,mènmen đây vs đúng,0
1450,sao lại thế_nhỉ khó hiểu,2
25522,đền ốm rồi may không sao về người,2
2302,dừng xe giữa đường cắm mắt vào đt nó phóng nhanh qua_lại quay đầu đâm_sát vào ánh đèn_pha rọi như_thế mà ko có phản_ứng gì,1
12720,đoạn cuối nó kiếm đâu cái mũ vậy ae,0
27143,coi xong hú_hồn nhưng vẫn để_ý chủ tus đẹp_trai v l,3
18380,có tiền_án rồi mốt xin việc khó lắm,2
20184,xem này thú zị v,0
18361,quá nhẹ với bản_án,2
17860,gia_đình nạn_nhân không khóc à mấy ông_bà,1
11443,hướng nội hết phàn_đời còn lại,2
26676,pha cuối á á_á làm hết hồn hà,3
7421,cái kết rất đẹp,0
21559,coi đi,4
1226,em ngôi trên xe phần ứng chăm qua,4
26066,xem từ fb anh còn đang bảo_bố đi cứu 3 đứa bé nè,4
11000,các anh zai như này ngày_càng tự_ti cao,1
20380,cái này mà zống vụ nổ kho phân thì khổ vn,2
20848,tội quá,2
21634,vừa coi vừa có ng bình_luận đỡ chán,0
28771,uầy đm,1
17554,thật_ra bây_giờ có xét_xử thật nặng đi_chăng_nữa thì ng phụ_nữ này chỉ mong_muốn là con của họ,2
17878,tòa_án lương_tâm là đáng sợ nhất chả có luật_sư nào có_thể bào_chữa được cho_dù người ta có tha_thứ cho bạn nhưng bạn không_thể tha_thứ cho chính mình rồi nó sẽ theo đến suốt đời này,2
20489,đây ạ,4
1270,phải sử_lý nghiêm mới k có người thứ 2 tưởng trong phim mới có thời_buổi này ghê thật,1
19252,phạt như_thế quá nhẹ,1
5792,không qua 24 tiếng là ngồi trong phòng trà của công_an,3
27761,như pháo_bông bởi buôn gas thì tìm nơi nào mà chứa gas nhà đông_đúc thế_này,4
24215,ui ghê v,3
7648,mến,4
7454,có nhiều người đàn_ông ngộ lắm vk thì ko bỏ mà kết_thúc với bồ cũng ko,2
16357,nãy mấy ông kéo mạnh_tí là tui rớt rồi,3
27051,kho gas mà để xảy ra hỏa_hoạn thì ai dám xài gas nhà ông này,3
860,nguyen sợ ghê,3
20178,cháy sang fpt là ăn đủ,1
27117,2 khách_sạn kế bên luôn,2
15214,văng cái cửa khiếp vậy,3
2815,nó hỏi thấy đã ko,2
20577,xuân xuân ơi xuân đã về,0
6540,nghe anh nói tôi rất tự_hào vì tôi là người con của đất củ chi,0
15159,toi yếu tim,3
17788,đau_lòng,2
18567,bao vụ rồi nhưng pháp_luật không công_bằng,2
814,đang bầu mà thấy k dám ra đường,3
14272,ê nguy_hiểm á,3
24157,sợ té đái ra quần luôn,3
14834,chắc sau chuyến này bỏ nghề,2
8890,mấy người trong nhà chắc nhịn cười dữ_lw,0
27092,hình_như ko_lầm là sapa đúng ko chủ tus,4
14275,đã vậy_mà vẫn giữ cái cưa hok buông,1
14064,ngầy bây,0
13493,parky báo ca nên mạnh_tay để sạch_sẽ cho ng dân,1
21309,ở sapa à,4
7126,ước gì nhà cầm_quyền mỹ xem được bộ phim này và thay_đổi quyết_định đưa quân vào việt_nam nhưng ước thì vẫn là ước,2
24672,bao_lâu rồi nhỉ,4
8865,thui t cười được chưa,0
13009,nhục mà ngại nhìn luôn áp,2
28553,đm nghe xe cứu hỏa chạy mà hết video ko thấy,1
23324,ui sợ thật,3
11265,đánh võng 1 đường để thị_uy mà k thành,1
28225,vừa xem thời_sự xong,0
3308,khổ thân,2
21250,sao xe cứu hỏa vẫn chưa tới vậy trời,3
2481,mong là truy_tố với tội cố_ý giết người chứ cố_ý gây thương_tích thì nhẹ cho nó quá,1
5907,hà_nội giờ có cả cướp,3
13343,bản_chất cali,4
6354,đăng lên mạng thì sớm thôi k quá 2 ngày đâu,4
19298,thương quá,2
7798,cha oi_cha tao lạy,2
5120,lên 123,0
22397,nổ ghê quá ne,0
26462,may là k liên_quan đến nhà mình bó_tay cô gái cháy sang fpt thì chết hàng tỉ đồng,4
10020,nào nào ko cười bạn,0
14611,lucu tp takut i,3
9457,hút,1
27551,ở đâu vậy,4
17597,chỉ thương ng thân,2
15526,hú_hồn hú_vía,3
18562,vn mình bên luật_pháp này lm trậm thế 5 tháng mới ra tòa đc,1
1145,chưa kịp lấy số,4
17849,vãi,4
15874,chắc bỏ nghề luôn,2
9942,chắc chỉ thọ đến 20 là cùng,3
22580,thề giọng chủ tus nghe ko hề giả_trân lun,0
252,haz,2
13895,toàn tìm bố thì biết,1
12837,tao có rất nhiều bn người bắc nhưng tụi nó cực_kì dễ_thương chứ k như tụi mầy lm ae người bắc mang_tiếng xấu quá,1
26507,anh ơi đây là ở sapa ạ,4
11858,anh điệp phương_hướng nội hết đời,2
8064,quen zi đc rồi tại_sao phải ép người ta ly_hôn vợ chi không biết haiz,2
5966,gần nhà mình c ạ,4
27448,xe pc k thấy đâu đến khi tới nơi là tàn_tro và sẽ có náo_viết đã khống_chế đc đám cháy vì k còn gì để cháy mữa,2
1825,cường,4
16330,ngeri mesinya masih hidup kena badan dia,3
28684,2 khách_sạn kiểu ở giữa là kho chứa bom nó sẽ cháy nổ bất_cứ lúc_nào ko biết,3
28396,mổ bếp gas mà,4
20273,sao hotel nhìu quá vậy cho hỏi đâu vậy,4
26687,con_bé toàn vãi vs vẽ thui_á,0
15823,gì ghê vậy,3
23615,ê_má cái khói ga trúng lửa rồi xịt vào xe_máy kìa,0
20547,tán gia_bại sản,2
17639,vụ này phải xử thật nặng vào vào đây thấy nhiều người còn bênh thì hết cứu phải người_thân bị như v thì mới hiểu,2
11859,ngứa mắt quá ta,1
18865,thương người làm cha_mẹ của cả nạn_nhân lẫn bị caó nhưng riêng các bị_cáo không thương nổi dẫu biết rằng ai cũng mắc sai_lầm trong cuộc_sống,2
24241,eo ơi,2
12582,sao mình chưa bao_giờ gặp người như z ta,2
21023,ultr luôn sợ thật,3
23965,đẹp quó đi,0
11537,gặp tao thì nói nổi_ko ấy,1
14232,khéo chân đi trc,2
22160,sapa đúng ko ad,4
28752,đéo có xe cứu hỏa,2
10301,chạy xe chưa rành đòi đánh lon,1
19418,bọn phá_hại,1
28548,bọn cứ hỏa chết cháy hết rồi à,1
20649,ở sapa đúng hông,4
26285,cháy ở đâu vậy moi người,4
22936,hy_vọng mn vẫn ổn hu_thương quá,2
27356,k xịt dc nước thì ph xịt khói chứ,1
25310,nhìn gai hết người,3
21923,lần đầu_tiên cháy nhà có bình gà gê thật,0
17044,vu,4
11718,nhìn thì bảo nhìn đểu_k nhìn lại bảo_mày khinh tao k nhìn,1
12295,vuốt tóc vuốt_tai các thứ,0
10728,nhỡ cười thì mấy anh í có đấm cho k nhỉ,3
17449,sao còn phải làm mờ_mặt những phạm_nhân này,1
42,kiểu nài ai dám xuống cân_thơ chơi nữa trời,3
15592,cuộc_sống giống như video này nhanh gọn và đầy bất_ngờ,0
2894,n bị sao v,0
22811,sợ chưa,3
21876,sợ thée,3
17694,công_sức của người mẹ trong hơi chục năm bay_mất trong tích_tắc,2
17340,vy,4
5875,thôn lộc,4
182,ra đường cũng thấy hoang_mang,2
23507,ở đâu z bn oi,4
14165,chắc tâm_minh_ác con xl chú,2
19062,bà ơi bà khóc rồi nguời ta có sống dậy không,2
2327,muốn làm người nổi_tiếng,0
25913,đoạn cuối nổ phát lớn quá thằng quay sợ k được bất_tử như truyền_thuyết nên tắt k quay nữa à mà cứu hỏa nó tới chưa mn ơi,3
12126,dừ tì lên rú ở,0
26395,cháy cả ks lun á_tr,1
17991,chỉ khổ người ở sau,2
27621,cứu hỏa đâu mn,3
24481,ủa mà cháy,3
72,giờ ra đường chắc phải mặc áo_giáp vào chỗ ăn toàn,1
28745,ở sapa chỗ tui nè,0
13516,bãnh cháu bãnh chú nhốt rồi,1
25004,nhà thì bị cháy to lính cứu hỏa thì chẳng thấy mẹ đâu,2
25542,ủa 6 tháng nữa mới đến tết mà,4
3275,xh ngày_càng nguy_hiểm,3
807,nói to cái gì k nghe rỏ,1
16009,nguy_hiểm nhỉ,3
11176,nữa đời sau lên núi,4
1638,trời ơi,0
305,riết rồi t sợ cái xã_hội này quá,3
1647,xã_hội bây_giờ không_thể hiểu nổi,2
18919,phạt thật nặng vào người mất_k lấy lại được còn bọn này cò có cơ_hội làm lại,1
3318,thị_thảo nguyên_minh sợ á,3
6242,dạo này thấy nhiều cướp thật,3
2597,đường này nguy_hiểm quá nữa né ra mới dc,3
24038,dễ_thương quá,0
5705,dạo này hà_nội mất an_toàn quá đi đường cầu mễ_trì cũng gặp cướp may là cướp_hụt chứ không là bay màu quên không đi báo_án,3
8063,phan 97,4
9044,xinh dep,4
25256,2 khách_sạn kế bên ko thấy gà chạy ra nhỉ k,0
27360,trời ơi còn gig nữa,4
1816,có dính_líu đến bột mì k ta,4
15919,xã xui,2
15597,this made my day,0
14753,thử đó là người_thân tụi bây tụi bây vui ko,2
7849,thôi tao xin đấy phần con nó nhiều hơn phần người thì đừng bày đặt yêu đương_j nữa,1
25944,nhiều chuyện quá r,1
22289,ủa nghe tiếng rú còi mà xe cứu hỏa lâu đến vậy,4
25051,cháy ghê thật,1
4274,sợ miền nam lắm,3
28567,tui ngồi xem đi xem_lại cả tiếng rồi mà chưa thấy ca phòng cháy chữa_cháy tới_nhở,3
6232,nam mô_a di_đà phật,4
24604,đau_lòng quá,2
18648,mong pháp_luật trừng_phạt nghiêm để làm_gương k để trường_hợp khác không nhiều bọn k biết sợ,1
27469,dm đùa tao ạ cứu hỏa kêu như đúng rồi người k thấy xuất_hiện cháy song mới xuất_hiện ạ,1
28535,ôi khổ quá,2
6209,th này mới ra bắc hành_nghề à m mà để ng dân_tóm được thì cứ coi_chừng face id của m nhé,1
21680,nhà bên cạnh ối giờ ơi luôn,2
19687,cứ ngồi mà nói ah,4
21960,ở đâu,4
6537,nôn_ghê mà công_ty trễ lương 2 tuần rồi,1
26499,xong vụ này thì to,0
15812,nhìn cây cưa ông cầm ghê thật,3
8940,video này mấy năm trước rồi,4
20422,nổi hết da_gà mn ạ,3
15591,cảm_giác xem xong được truyền thêm động_lực sống á,0
6701,cũng đỡ tốn tiền xem phim trò_chơi con mực sped game,4
8507,huân_chương hạng mấy nhỉ,4
19937,báo cho điện_lực,4
4556,vào đấy các thầy có mấy bài trị bệnh ngáo hay lắm,1
1185,ghê vậy trời,3
17756,thương người mẹ mất con đau thế_nào chứ,2
135,chi trời,4
852,xám ăn cỏ má,4
3660,tống vào các trại khét nhất để các anh_chị trong đó dạy_dỗ,1
20396,thương cho gđ mong gđ bình_an vô_sự,2
4458,tiên cá_quàng păng dá,0
25180,nghê quá,2
28164,gas nổ phun kiểu gì,1
12884,k,0
602,pháp_luật là can_cân hãy tin vào pháp_luật,4
17563,phạt thật nặng vào ạ cứ làm khổ ngkhac,1
10016,kakakkak,0
7945,k có hút ha nhỉ,2
20269,nguyên_nhân do đâu bị cháy vậy,4
308,phải_chăng mấy án nặng bây_giờ nhân_đạo chưa áp_dụng lại chắc bạn í nhờn,1
522,minh nguyen,4
11472,công_an đâu kg vào_cuộc kg đội nón_bảo_hiểm chở 3 người,1
25204,kiểu này chắc cúp điện dài_dài,2
8775,rồi lên núi ở luôn,0
328,59 à_tưởng 29 làm loạn,0
12632,nghiệp vừa bụng,2
13956,gai hay buon,0
17848,nhẹ quá quá nhẹ,2
27556,nhiều nguoi thế mà ko sách giúp bình_ga đi chỗ khác để ngay ven đường nổ nguy_hiểm quá,3
8039,thấy củng_củng,4
19748,mấy nhà cạnh nhà bán ga lúc này kiểu,3
17462,trước 1 lần lên tăng bạt_hổ giao hàng tầm gần 2 h sáng vứt xe giữa đường nhảy lên vỉa_hè ngay vì sợ mong pháp_luật mạnh_tay hơn_nữa nhiều ng nghèo cần tiền nên thu xe bán luôn làm quỹ,3
27213,có ai bị_thương hay thế_nào không ạ,2
15963,nguy_hiểm nha tr_tội chú,3
960,cthow,4
15670,melasi njir,1
4216,câu sau ổng nói m coi_chừng t á,1
17565,mong cơ_quan pl phạt thật nặng vào xót_xa quá,2
27774,khách_sạn hỏi xem có mấy bác nào bảo nhanh chân xuống em với vừa covit vừa cháy nổ lại nguy_hiểm ra nhiều thứ,4
6051,khổ,2
25145,khôg ai ls an_toàn là may rồi mất thì làm lại,2
4308,sơn chịu,4
1502,sợ quá,3
25430,có nên yêu em nhà bán gas không,4
3579,xem xg video thấy sợ ra đường lun ak,3
11210,đắc thi,4
28182,tội âu,2
22875,pha sử_lý cứu hỏa_cực lâu quá cồng_kềnh,1
17965,không biết khi nào quốc_hội mới cân_nhắc hạ_tuổi chịu trách_nhiệm hình_sự vì bọn trẻ giờ biết được pháp_luật bảo_vệ nên án vị_thành_niên không cao_tăng tỉ_lệ tội_phạm vị_thành_niên,2
28454,mọng cũng ở sapa,4
16705,có cột dây ngang lưng mà ko_sao nhìn thấy ròi nhưng nhìn thì hơi rén thiệt,3
18338,thương cô,2
16814,ngoc e,4
19680,cạnh nhà mình cx bán gas và bán xăng có nên chuyển nhà k mng,2
28735,ly do chay vậy vậy anh bởi_vậy tất_cả chúng_ta khi nau an_la nhớ hoặc đi ngủ phải kiem bếp lửa hoặc điện an_toàn roi moi ngủ,4
9740,quê v mấy cha,0
26962,vụ n nhớ lại lúc mk đag ik ăn thì cái bếp bị nổ chảy nguyên_ng a kia,2
461,la,4
4778,entro,4
8900,chắc thằng nhỏ hơn,0
24899,hay quá,0
1278,hiểu sao t vuột đèn_đỏ ngje,4
16460,moa ơi chết hụt,3
17068,cưa dừa mà dựt dữ_z mấy ông cố,1
594,anh đó thấy vẫn bình_tĩnh nhỉ_nể thật,4
4902,nè â n t r ầ n,1
8428,tội chị vợ ko biết nên vui hay nên buồn,2
24613,nó sang cái fpt toang đồ điện_tử nữa thì thôi,1
14578,nguy_hiểm vậy,3
26666,xem mà hồi_hộp ghe,3
28092,khổ cả những nhà bên cạnh,2
19910,sapa ak,4
7323,nể ông này k muốn bỏ vk,1
1830,ôi sao làm như_vậy,3
26786,thương qua,2
16519,cắt cây nầy về nghỉ_lun không dám cắt cây thứ hai,3
26942,chờ cháy hết nó mới phun mẹ,1
6502,hình_như có làm lại rồi á ký_ức của mình ngày_xưa địa_đạo bé lắm không có ngốc đầu được với không có rộng được như_vậy cứ phải bò,2
12228,boy phố,0
8154,a vẫn rất yêu vợ,0
5708,tôi cũng bị cướp lên trình_báo công_an cho viết tòe khai xong cho về một năm r k thấy gì,2
19670,phải chứng_kiến cảnh những e_bé mắc_kẹt trên tầng 2 gào_thét cứu cháu với cứu cháu với mới sợ_hãi như nào may trời phật phù_hộ,3
27199,cháy bình_ga thì không được dập bằng nước thì làm_sao để dập được mọi người,4
16266,đừng có đùa kiểu đó ko vui_chút nào,2
10274,k nhìn thì nói m khi dễ tao à nhìn thì nói m nhìn đểu t à m biết bố m là ai k,1
6637,nể_phục tinh_thần bất_khuất của ông_cha ta,0
26169,ở đâu v mng,4
9835,bố_mẹ và thầy_cô nhìn thấy không vui đâu các thanh_niên,2
12284,chỉnh máy cũng không ok đau,2
21761,chiều đang đánh liên_quân đng comback cúp điện ai_ngờ lửa cháy chíp điện,0
28262,ở đâu vậy ạ,4
371,nhờ camera mà bắt được nhiều vụ,4
24916,cx hên á,0
5558,lưới trời lồng lộng_thoát sao được hả con,3
22070,xem sồu quá,0
5739,chạy làm_sao đc mà chạy kiểu j cũng bị công_an tóm_ko lâu đâu,1
27653,cứu hỏa đâu hết rồi,3
20560,nè,4
3894,nhiu con ko hiểu đầu nó nghĩ gì mà cm đc ntn,1
24065,ô môn hả anh,4
5748,chạy sao đc,4
17977,rùi mấy thèng phản_đối 168 không thấy khóc thuê qua,1
11141,gặp tui cho mà nhìn,1
24308,thì ra nguồn_gốc của mấy cái vid “ thấy bạn trai nói_chuyện thân_thiết với mấy em khác giới trong lòng tôi kiểu “,2
28598,nhìn sợ ghê,3
21671,sợ vãi,3
12276,anh khoa_trí vàng,4
15620,giai_điệu này không thoát ra được luôn,2
19794,đốn củi 3 năm thiêu 1 h,4
2966,thư giãn,4
25861,ở đâu thế,4
6204,duong,4
18622,ân_hận sợ tò_tội,3
16618,năm trc chỗ t mới đi 1 men tại vầy nè cái máy cắm thẳng vào người,3
13867,vào uah đổi tên,0
22219,ko sao nha em pek ơi mấy đứa con phỏng nhẹ thui,4
1925,số nhọ mới gập_cảnh này,2
8694,không có xe nên tống 3 hả,1
6105,dân ko bắt được thì hôm sau cũng vào đồn thôi ở hn cướp thì cũng có nhưng đã lên clips đưa lên rồi thì 1 2 hôm sau vào số 7 nhận_diện faceid nhé,1
3366,luật nhẹ với tội_phạm nhưng nặng với người tốt vi_phạm đúng là luật của thiendang,1
25320,ghê vãi,3
19520,sao mọi người kỳ quá tạo_nghiệp ko gd ta hửu sự vậy_mà mọi ng cứ nghỉ xấu cho ta vậy,2
22764,giọng bố quay video đáng yêu vãi eo kinh_thế,0
21111,thương quá,2
18854,vừa lòng tao lắm,0
28136,khíep,3
6658,xin luôn mang bộ phim qua đây ngay cháu đang ở hàn mà quá lo_lắng tới tháng 7 về phim không còn chiếu,3
4375,mèo đen lông trắng thanh_ngân,4
12143,dựng xe xong mày hết nhìn đểu giờ mày cười đểu tao à,1
28460,ở đâu vậy bạn khổ quá,2
8083,cả 2 đều trả_giá vì ngoại_tềnh,1
24808,nguy_hiểm thât,3
347,gặp thg khác nó rượt theo nó bả cho thì lại thôi,1
24617,cháy luôn xe và cây điện á_kinh thế_thương quá,3
17410,tim để gia_đình mạnh khỏe,0
17523,đau_khổ cho người ra đi buồn nhất cho người ở lại mong bác sẽ vượt qua được chuyện này,2
6611,p hay dã_man,0
17909,nhà có tay to chẳng bị j đâu,0
13724,hướng nội hết phần đời còn lại,2
3325,trước vào nam bị thằng câm dao_đuổi không lý_do sợ đến h,3
15934,đây là t khi leo cây và mấy con bạn ở dưới,0
3953,thằng này nó thích ăn cơm miễn_phí,1
26450,tao từ fb qua day,4
8980,truc,4
10685,hỏng hết cả một thế_hệ trẻ các bạn trẻ ơi ra ngoài có làm_gì thì cũng_nên nghĩ về bộ mẹ gia_đình mình nhé đừng để hối_hận cả cuộc_đời,2
20939,khách_sạn,4
1397,xh bi_giờ sợ vậy trời,3
12192,ê_bữa t đi t ngồi mấy thg kia nó chạy qua t nhìn mà 5 phút sau nó kéo cả đám theo,4
20836,kiếp sau bỏ nghề bán gas,2
13055,hướng nội hết phần đời còn lại,2
22508,cháy thì cháy r nhưng nhìn cái nhà bên cạnh xót thay,2
17488,mong các em về nơi an_nghỉ cuối_cùng,4
14857,hú hồn,3
20632,pc đám cháy cơ_bản đã được dập tắt do không còn gì để cháy,0
13866,trong túi k nổi 5 chục chứ gì,2
23538,bể luôn ở ngay giây cuối,0
11360,chang,2
24118,ôi con nào kêu vãi chưởng ôi doi ôi,2
28257,sao điện_lực k cup điện đi trời ki da,1
18531,có 8 năm 6 th trong khi ngta có_thể sống đến năm 7 80 t biết_bao nhiu tương_lai có chồng có con,2
315,sợ thật_sự luôn,3
8369,đàn_ông kể_cả ngoại_tình ko ai chịu li_hôn_vk đâu vk là nhất,0
18755,cảnh tỉnh cho các bậc phụ_huynh phải quản_lý dạy_dỗ các con cẩn_thận chuyện xảy ra nhiều ng khổ,2
8151,ko_thể ly_hôn với vk vậy ngoại_tình để lm gì cái này là do bản_thân tự dồn mình vào đường cùng tự lm tự chịu,1
27436,cháy ngay nhà bán gas thì thôi gòi,1
21088,người an_toàn hết đúng không b sợ thế quả cuối nổ to nữa chứ chưa nổ hết mà cứu hỏa vào nó bùng lên thì tô,3
18029,thế còn cô bé đã k còn thì bme_nta ra sao nhỉ,2
28324,thương dữ_trời đã dịch rồi mà_còn gặp chuyện này mong gia_đình sẽ luôn khỏe mạnh,2
16722,k_lẽ chửi nhìn bực_thật,1
5793,đứa nào chê hcm đâu ra đây nào,0
9488,oai,4
22776,thọ toàn,4
17953,man_man,0
15810,nguy_hiểm quá,3
8527,được,4
24476,xe đâu nhanh lên cháy sang nhà ngta rồi kiag,2
8461,hợp_lý,0
3364,thằng này lấy số đấy,4
18019,ai đã làm mẹ sẽ hiểu được cảm_giác nó dau đến thế_nào,2
8442,mấy con tiểu_tam vô_đọc nhột lắm đây,0
1142,tk đấy gặp nhầm mấy ôg võ_sĩ ợ,4
9493,acwy ̊,4
5832,bắt dc chưa các bạn,0
7447,dạo này thế nhiều vụ nhân_quả hiện_hữu quá,4
