line_number,text,emotion_label
16384,hú_hồn chim én,3
20929,dây_điện cháy luôn dập nước vào nó lại chết thêm,1
13343,bản_chất cali,4
5432,sợ vậy trời,3
18287,hãy tha_thứ cho các e ai cũng có qua khứa sai_lầm,2
21043,chu_cha mạ oi,1
11828,k,0
26462,may là k liên_quan đến nhà mình bó_tay cô gái cháy sang fpt thì chết hàng tỉ đồng,4
7368,đàn_ông phải thế trong lòng em anh là nhất anh đúng nhất và anh bản_lĩnh nhất 10 ₫ cho anh,0
25380,cứu cứu lấy mấy bình gas nhà tôi với nó vẫn ở trong đấy,3
27551,ở đâu vậy,4
27093,có ai xem mà sợ_hãi như tui không,3
3938,sợ ơi sợ,3
22175,nổ như pháo vậy em v,0
1145,chưa kịp lấy số,4
17849,vãi,4
328,59 à_tưởng 29 làm loạn,0
19311,thương cô quá,2
9215,t có ác_k khi t đang đợi cái xe_tải đi qua,2
19573,đã nghiêm,0
14646,tí nữa là thàh 1 phần ký_ức của ng_thân rùi,2
26507,anh ơi đây là ở sapa ạ,4
17728,mấy người kia còn gặp con mình chứ cha_mẹ ngta còn gặp lại con mình nữa đâu,2
26177,k nguy đến tính_mạng là may r mong a_mau khỏe lại,2
5966,gần nhà mình c ạ,4
1825,cường,4
5722,nghe các bác bảo bắt đc rồi thì t có một thắc_mắc tại_sao bị cướp đthoai thì bắt nhanh thế mà bị trộm con xe_máy đắt tiền hơn có cam_quay lại đàng_hoàng mà mấy cán_bộ ko bắt nhỉ ko biết b này có phải đưa thêm gì cho cán_bộ trong lúc trình_báo ko t thắc_mắc thôi nhé ko quy_chụp chỉ là t từng mất xe và còn ghim đến giờ về cách hành_xử của cán_bộ,2
25314,xe hú_w mà k thấy xe tới w ta,3
28396,mổ bếp gas mà,4
20273,sao hotel nhìu quá vậy cho hỏi đâu vậy,4
18810,nói_chuyện kiểu j_k hiểu nổi,1
5376,đó h ra đường tui sợ nhất là nv mà chưa thấy giờ mới thấy càng sợ hơn,3
21444,bum,0
17554,thật_ra bây_giờ có xét_xử thật nặng đi_chăng_nữa thì ng phụ_nữ này chỉ mong_muốn là con của họ,2
19344,ê_đau lắm,2
19513,nếu ko như_vậy thì nó còn làm_loạn nữa,1
18695,sinh con ra trong bao khó_nhọc mà chỉ vì vài người mà mất đi cả chặng đường phía trước,2
23644,mấy chiếc xe đc ngửi mùi cháy,2
2497,tạo nét,0
21186,có một_số người lại nhân_cơ_hội kêu_gọi từ_thiện lừa_đảo trong khi chủ nhà mất_trắng căn nhà thật nhưng không hề cần ai kêu_gọi quỹ cả,1
10465,3 thak ngủ đi,0
22160,sapa đúng ko ad,4
8874,mình còn nhớ hồi mới vào lớp 10 bị một cj hẹn ở cổng trường vì mình liếc cj đấy nhưng mình nhớ chưa liếc và cũng không có gặp,2
20649,ở sapa đúng hông,4
26285,cháy ở đâu vậy moi người,4
11810,t nhìn đểu m đấy s sao,1
18660,lúc nó xảy ra k biết đường ứng_xử để nhà ngta cứng_rắn giờ muộn thì k kịp r đi_đi cho biết sao là tội,2
6607,kỳ_quan yêu nước độc_nhất_vô_nhị trên thế_giới chỉ có_thể là việt nan,0
17044,vu,4
6263,cẩn_thận,3
7436,chơi lớn vậy keo,1
15665,“ tôi đã phải dừng video này lại vì không_thể ngừng cười ”,0
42,kiểu nài ai dám xuống cân_thơ chơi nữa trời,3
1342,thang này khi nào ra khỏi phòng công_an thì cho tôi hay để tôi cho nó biết thích thể_hiện là như nào,1
25046,hu mình từng bị cảnh này mong sao gia_đình bình_an ạ,2
3913,tại_sao cs hình_sự lại chậm_chạp như_vậy,1
17182,ê_ổng mà lỡ rớt cái cưa đó xun_la wow luon á_ổg cầm lắc z đó t chỉ sợ cưa nó trúng ổng,3
27435,nam mô_a di_đà phật,2
17340,vy,4
5875,thôn lộc,4
20422,nổi hết da_gà mn ạ,3
23507,ở đâu z bn oi,4
17793,chị ấy đang còn quá trẻ tình_yêu mà bạn trai chị ấy dành cho chị thật đáng ngưỡng_mộ,2
4582,dạo này đứng đèn_đỏ nguy_hiểm vãi,3
24784,bà tám thấy thế kiểu ê_bây bik j chưa hôm_qua cháy nhà_á các thứ_tự hiểu,3
24283,nếu tôi ở đấy tôi sẽ đi xe_máy vài để thành ma tốc_độ,1
26093,sau vd này t mới biết việt_nam mất đi quá nhiều nhân tàai,2
9754,nửa đời sau hướng nội chỉ kiếm nội_k kiếm bố nữa,2
22778,coi hết nha nhìn hoảng_dùm,3
19675,tại_sao cháy v ạ,3
19669,cám_ơn trời_đất ko ai sao cả,2
15673,“ giọng hát của bạn khiến tôi quên hết mọi lo_toan ”,0
25542,ủa 6 tháng nữa mới đến tết mà,4
3275,xh ngày_càng nguy_hiểm,3
7228,gửi cho mấy con bồ nghe,0
11176,nữa đời sau lên núi,4
3167,giờ đi đường camera đầy làm gì cũng khó chạy nha,1
305,riết rồi t sợ cái xã_hội này quá,3
7304,trên đời này đàn_ông ngoại_tình thì e chỉ nể mình anh lộc,1
2597,đường này nguy_hiểm quá nữa né ra mới dc,3
27943,cháy ở đâu vậy bạn nhìn sợ quá mong cả nhà đều bình_an,3
8063,phan 97,4
9044,xinh dep,4
28670,sợ chưa,3
27360,trời ơi còn gig nữa,4
1816,có dính_líu đến bột mì k ta,4
5459,tính ra giờ ở hiền ra đường cũng vẫn bị làm_phiền,2
18241,nhìn mấy đứa nam được dắt xuống dẫn vào chả thấy chút hối_hận cười tươi_rói trong khi 1 mạng người đã mất,2
21507,sợ,3
7912,nhiều con trà xanh lại muốn mình là bà cố nội của thằng đàn_ông lăng_nhăng,1
27153,này mà chứng_kiến b52 nổ chắc t xỉu luôn quá,3
22289,ủa nghe tiếng rú còi mà xe cứu hỏa lâu đến vậy,4
28368,sapa,2
25428,nguy_hiểm quá,3
17716,của 4 hình hết dùm,0
16676,cha mình từng bị cái cư_a đó cư_a chúng chân sợ lắm luôn,3
26563,trời đã dịch mà_còn cháy nhà nữa khổ lại càng khổ thêm,2
28503,cháy lớn vậy may_mà ko thiệt_hại về người chia buồn dịch_bệnh đã khó_khăn rồi còn gặp cảnh này tội quá,2
10519,anh_em có gặp trường hơp đi đối_dien ở 1 cung đường xa_lạ bị 2 đứa cấp 3 hất hàm_chửi bao_giờ chưa định quay lại dí mà bận quá lại thôi,1
6997,khó thở quá,1
27436,cháy ngay nhà bán gas thì thôi gòi,1
6797,đánh thì gian_khổ nguy_hiểm đánh giữa lòng địch hy_sinh ko_kém nhưng bây_h cứ có cái j thì đám hậu_sinh lại vơ hết chiến_công về đâu_đó,1
19687,cứ ngồi mà nói ah,4
21960,ở đâu,4
8363,việc này mấy năm r h_mò lại tạo view zị bay,1
19285,thương chị mà mức án cho các bị_cáo quá nhẹ,2
8940,video này mấy năm trước rồi,4
14415,rùng_mình mỗi người có mỗi nghề tui thấy nghề này tui sợ,3
599,lý_do củng_do lấy vợ người ta đó,1
6701,cũng đỡ tốn tiền xem phim trò_chơi con mực sped game,4
8507,huân_chương hạng mấy nhỉ,4
19937,báo cho điện_lực,4
21827,chưa tết mà pháo_hoa tưng_bừng quá nè,0
1185,ghê vậy trời,3
13764,quê 1 cục,0
135,chi trời,4
852,xám ăn cỏ má,4
28375,số ng đã coi trên fb,2
21571,ui nó nó bắn tận vào tim huy mà,0
25723,xem tội khóc luôn á,2
21450,sợ vãi,3
8285,chung,2
19618,fpt bên cạnh kiểu ko sao_chúa phù_hộ em_chúa phù_hộ em,0
6253,sao bảo hn k có cướp_giật chỉ có sg thui hj giờ toàn hn cướp_giật,1
20740,sơ_chua ne,4
12832,nghiệp tới nhanh lắm,0
27109,sợ vãi,3
602,pháp_luật là can_cân hãy tin vào pháp_luật,4
11354,anh quê,2
19720,lần đầu trong đời thấy bình gas nổ thật_sự quá_đáng sợ,3
222,ổng lựa lúc vừa sang đèn_xanh,1
14144,sợ cái cưa chúng chân ổng,3
23993,chỗ em cũng bj,4
26702,eo ôi,2
522,minh nguyen,4
16242,oi là chen,0
22034,tội quá à,2
2284,chắc chưa được nổi_tiếng muốn đánh nóng tên_tuổi,1
26608,nơi này là đâu vậy các bạn ơi,4
26104,ối giời_ôi sợ thế ối giồi ôi sợ quá,3
4188,shaco,0
14421,ê cái cưa dính chân_khúc cuối kìa nguy_hiểm vậy,3
4576,ful 5 vạch chắc,0
23364,ở đau vay ban,4
20748,gọi 114 đi bạn đừng đứng quay video và nói này nọ,3
20198,sợ_hãi,3
15920,ko những 1 mà nguyên 1 bầy mẹ cám,1
19456,ăn_chơi đua đòi tưởng vậy là hay,1
24896,sợ vãi m ơi,3
5253,1 động_lực làm ca,0
8039,thấy củng_củng,4
23324,ui sợ thật,3
10480,k thấy gặp tao nhỉ,4
23048,sao mà cháy đúng chỗ z,1
20681,sợ vâi,3
960,cthow,4
19565,chạy xe kiểu đó ko thông_cảm nổi,1
10451,ông trời xem ở dưới 3 thắng này nè,0
18485,bọn này còn trẻ đề_nghị phạt nặng thêm 8 năm là quá ít,1
26422,sợ thế cháy ở đâu vậy e,3
27774,khách_sạn hỏi xem có mấy bác nào bảo nhanh chân xuống em với vừa covit vừa cháy nổ lại nguy_hiểm ra nhiều thứ,4
7776,đối_thủ nặng_kí của mai_huy_hoàng,0
24334,sợ quá,3
16109,luôn bngu,1
10273,nay t cũng v_t nhìn lung_tung tự nhiên_liệu tia cha già kìa đi lên ổng bảo nhìn j mà nhìn,1
4308,sơn chịu,4
1502,sợ quá,3
25430,có nên yêu em nhà bán gas không,4
3579,xem xg video thấy sợ ra đường lun ak,3
7298,đã bảo_a chỉ thêm ko bớt rồi mà ko nghe,1
6665,mình rất khao_khát đc đi xem bộ phim này từ khi ra trailer mà đang ở nước_ngoài nên chẳng biết có cách nào để xem đc quá buồn,2
21586,sợ vl,3
11065,t cười điên,0
2579,đúng là bây_giờ không ở đâu an_toàn,3
24228,xây nhà liền kề_sát nhau không có khe hở thoáng đến khi hỏa_hoạn thì toi,2
18196,phải phạt thật nặng để răng_đe còn nhiều giới trẻ như_vậy lắm,1
28426,phạm vcl_nể mấy bố bảo phun đi dùng nước dập được ga ạ chưa kể còn dây_điện nx các bố_mẹ học lớp mấy rồi,0
238,kể từ đây ko_lẻ ta vượt đèn_đỏ chứ thấy bất_an quá,3
18306,tiền nào bù được nó là một mất_mát quá lớn với gia_đình chị_gái xấu_số,2
28454,mọng cũng ở sapa,4
10360,hướng nội hết phần đời còn lại,2
25804,trước t lên sapa ở bên long anh í,4
10361,đức thế mày,0
9266,hoang_cute mèo simy lạnh_lùng xe_đạp mã_địa_su nguyen gia_han đội quần,0
6802,đã xem địa_đạo thật_sự rất tự_hào,0
16814,ngoc e,4
28735,ly do chay vậy vậy anh bởi_vậy tất_cả chúng_ta khi nau an_la nhớ hoặc đi ngủ phải kiem bếp lửa hoặc điện an_toàn roi moi ngủ,4
10757,thoại 6789,0
13852,dừa tao lắm,1
25922,là trời sợ quá,3
5636,sợ vậy trời,3
461,la,4
4778,entro,4
15898,hóa giải lời nguyền coment,4
1278,hiểu sao t vuột đèn_đỏ ngje,4
6848,dù về củ_chi sau_này nhưng vẩn tự_hào là dân củ chi,0
1244,sợ,3
13270,phải thế mới đã ra đường cứ nhìn thẳng mà đi liéc nhìn bọn báo xã_hội này là rước phiền vào thân đấy,1
8028,thì vô lại có thằng khác nó nuôi,1
594,anh đó thấy vẫn bình_tĩnh nhỉ_nể thật,4
7255,sợ bồ_công_khai vợ biết bồ_bắt ctay vợ thì tiện tay cả nước biết,3
17550,thương cô_chú mong pháp_luật phạt thật nặng ko_j có_thể bù_đắp dc nổi mất mác này,2
27431,sợ vl anh oy,3
27569,có biết nguyên_nhân tại_sao cháy ko b oie,4
3734,lạy hồn,3
23360,phát cuối ông hét làm tôi giật hết cả mình,3
27697,nghe ông ngắn lưỡi_thuyết_minh_cộng thêm bà bên cạch hú lên cảm_giác y_như mình đang bên cạnh đám cháy,3
27815,bị sao màk cháy ghê_zậy chủ tus nhà chứa gas ghê quá,3
19776,2 cái khách_sạn 2 bên,0
19910,sapa ak,4
22154,đang chơi hiệp 1 mặc áo khg kịp để chạy,0
14545,giá_trị không nằm ở view mà ở cảm_xúc để lại,0
6354,đăng lên mạng thì sớm thôi k quá 2 ngày đâu,4
10181,cái thằng lái_xe chắc là gián_điệp bên kia phái qua quá,1
1830,ôi sao làm như_vậy,3
6385,lại kinh_doanh lòng yêu nước nữa,1
18848,xử thật nặng vao,1
18329,1 mạng ng 8 năm 6 tháng thi_hành án 1 thời_gian đút tiền vào lại đc giảm án bảo sao h cno méo_mó coi_thường pháp_luật vậy nếu ko_may gây ra tai_nạn thì ko nói đằng này cno đua xe mà,1
8864,khi giao xe vào tay thằng k bt đi xe,1
14861,nghe luon,4
24576,ui sợ chưa chị ơi,3
19492,nếu là người mẹ thì tao kháng_cáo mức án này quá thấp,1
24023,sợ,3
8751,tôi mà là thằng bé sợ thì sợ thật nhưng nhịn cười thì ko nhịn đc,0
19801,cái nhà_khách san chắc ôi cái nhà của tao,0
6469,thấy hộp_quẹt tui còn sợ đây chơi nổ sát_sườn nguy_hiểm quá,3
27199,cháy bình_ga thì không được dập bằng nước thì làm_sao để dập được mọi người,4
6738,ôi em cũng mới xem phim xong và đúng là ước được đặt_chân tới địa_đạo ngay_lập_tức ạ,0
19157,đúng k chấp_nhận bản_án,1
6143,không biết cướp có bị sao không chắc là hơi đau,2
16740,s k cưa gốc luôn ta nguy_hiểm vãi,3
6434,vn kg có chuyên_gia cháy nổ sao phải thuê nc ngoài vậy,1
26169,ở đâu v mng,4
9451,khi giao xe vào tay thằng k bt đi xe,1
5959,trang xuân đỉnh,0
26962,vụ n nhớ lại lúc mk đag ik ăn thì cái bếp bị nổ chảy nguyên_ng a kia,2
20356,này cháy hết,1
1871,ông anh tui ạ k,0
2891,ê_ôg ah tao cũng ninh_kiều cũng cần thơ tao nghe xong hết hôn_hên sao ko phải,2
17802,tôi cho người mẹ quá hu,2
18837,phạt nặng làm gương,1
3108,í,4
28262,ở đâu vậy ạ,4
371,nhờ camera mà bắt được nhiều vụ,4
16681,hẹn là ông này máy của còn nỏi đó,1
3681,chán quá muốn vô tù chơi,2
5558,lưới trời lồng lộng_thoát sao được hả con,3
5689,cướp ở hn thì chỉ mai là có_mặt đầy_đủ ở phường,1
9805,chéo fl,0
32,anh tùng bảo_trọng_chúc anh may_mắn,0
17381,ổng hết hồn hôk chứ t hết hồn,3
20560,nè,4
17012,game 1 mạng,3
24065,ô môn hả anh,4
5748,chạy sao đc,4
7408,chấn_động nể ah,0
16456,sợ dùm ln ấy thanh,3
19897,caption hay quá nè_chúc 1 ngày vui_vẻ,0
11735,ty,4
10676,mấy rang rụng rời,2
6540,nghe anh nói tôi rất tự_hào vì tôi là người con của đất củ chi,0
12294,nay ra đường phải cất_mắt ở nhà,3
6231,t ra khỏi nhà dt t đút_túi balo đeo đằng trước cứ cầm khư_khư t thấy ớn,3
12276,anh khoa_trí vàng,4
11814,cho xin cái biển số để mách_công_an với,1
4362,đi wave trắng_hoàng che_giấu cảm_xúc hết dám ra đường,2
19794,đốn củi 3 năm thiêu 1 h,4
6578,ngợp kinh_khủng,3
17469,nỗi đau mất con là nỗi đau không_thể diễn_tả được,2
5225,riết rồi t sợ cái xã_hội này quá,3
25861,ở đâu thế,4
6204,duong,4
11872,duy_minh di,2
7177,người cúi đầu để ngày_nay các con được ngẩng cao đầu,0
21623,e đang coi này nè oe oe,0
727,mô phật phải phạt thật nặng mới đc,1
3111,manh_động coi_thường pháp_luật cần mức phạt thật đáng tội,1
17243,không cả ngày xui_xẻo,2
22219,ko sao nha em pek ơi mấy đứa con phỏng nhẹ thui,4
26218,fpt quả hú_hồn,3
9204,ngoc jet,4
2253,lại là,4
15867,chú cưa kiểu báo chư phật dìa ăn cơm với con,0
20700,sợ vl,3
8243,ngoại_tình n cũng có trách_nhiệm vs vk đó,1
18605,nhìn cả nhóm không ai có_vẻ hối_lỗi cả coi_thường mạng sống của người khác mong rằng pháp_luật sẽ xử_lý thật nặng để răn_đe,1
8156,dừa lòng tao,1
17590,cứ thật nặng mà phạt thế_hệ này ko hoàn_lương được đâu,1
9989,hướng nội_nửa đời sau,0
6479,tự_hào việt_nam,0
8905,aha,0
18383,khổ nhất vẫn là cha_mẹ bọn này mà thôi,2
13513,đặc_sản vn ngày_nay,4
17657,thuong cho nhung nguoi me,2
14576,tấm cám đời thực,2
501,sợ nha,3
1363,bắt_giữ ngay,1
24351,nổ có to_hông anh hay như lựu_đạn luôn,1
13717,đặc_sản parky,0
4375,mèo đen lông trắng thanh_ngân,4
24914,nhưng_mà sao nó lại cháy nhờ,1
12731,bon tre trau_bay gio hay bi_lac mat bố that cho len_phuong uong nuoc vai hom thi_lan sau co_gap bố_co khi cung_ko dam nhận y_chu,1
8041,cái ket của tảm_tiêu và tiện nam,0
12889,vừa lòng tao lắm,0
28594,gê,3
368,khán_giả ko nên làm theo vậy ko ghi là ngta làm theo hả,0
28592,mấy nhà bên cạnh kiểu,0
8151,ko_thể ly_hôn với vk vậy ngoại_tình để lm gì cái này là do bản_thân tự dồn mình vào đường cùng tự lm tự chịu,1
11712,cái lớp này nói thật rất nguy_hiểm cho xã_hội,3
26522,toang rồi,3
17892,không có nổi đau nào bằng nỗi đau mất người_thân,2
18021,8 năm 6 tháng ở trỏng cải_tạo tốt đặc_xá lễ_tết chắc ở tầm 6 7 nam về nhà rồi còn bé kia thì mãi_mãi không về được,2
9990,sao ngã nhẹ thế vậy,2
24965,gần nhà_ga nguy_hiểm thật,3
3462,gta5,0
22221,ga thì thua rồi,2
12436,parker có khác,0
21020,cháy ở giữa hotel vs khách_sạn pha này bồi_thường đuối à,2
6128,câm tay lzj túi có ko đúc,1
3325,trước vào nam bị thằng câm dao_đuổi không lý_do sợ đến h,3
14424,“ bạn là một viên ngọc_quý trong làng nhạc_tiktok ”,0
19888,ủa thấy xe cứu hỏa đến r mà,4
12258,k,0
1226,em ngôi trên xe phần ứng chăm qua,4
20490,khánh sang r thàng trở_bụi,0
26450,tao từ fb qua day,4
8980,truc,4
20371,ê_giờ nhìn mấy chổ cháy t thấy sợ sợ sao á,3
27930,nhà mình bố_mẹ cũng bán gas xem xong mà khóc luôn_thương họ ghê_giờ nhìn thấy cảnh này lo ở nhà quá,2
20939,khách_sạn,4
25313,khổ_thân hàng_xóm,2
27119,nhìn sợ thật á,3
2966,thư giãn,4
18907,một mạng người một gia_đình tổn_thất to_lớn về tinh_thần thì lấy gì bù_đắp đây,2
7300,bà vợ k biết buồn hay vui,2
1397,xh bi_giờ sợ vậy trời,3
8861,đang ngầu mà trời,0
418,bị bắt lên phường vô_phòng đi k nổi với mấy anh ca,1
12192,ê_bữa t đi t ngồi mấy thg kia nó chạy qua t nhìn mà 5 phút sau nó kéo cả đám theo,4
14351,t sợ cái cưa trúng chân của chú gê,3
7096,phim thì ok nhưng sao tới khúc quan_hệ thì thấy nó nhãm sao sao á,2
15573,ai xem mà rơm_rớm nước_mắt giống tui hông,2
1638,trời ơi,0
2071,haris dừng đèn_đỏ cũng k yên,1
17488,mong các em về nơi an_nghỉ cuối_cùng,4
15183,tr khôn_dữ vậy,1
27166,mong tất_cả bình_an,0
3083,chán ghê,2
6558,1 m2 là làm cho khách du_lịch ah ngày_xưa nhỏ hơn,4
18450,đau_lòng quá,2
6600,em sẽ đi xem dù phim hay hay phim dở,0
18454,phạt nhẹ quá,1
7396,tất_cả đàn_ông ngoại_tình tôi nể mỗi ông này vẫn còn bản_lĩnh,1
12322,bố m thích nhìn đấy,1
7705,nhờ mxh mà biết nhiều cái ghê thật,3
315,sợ thật_sự luôn,3
5705,dạo này hà_nội mất an_toàn quá đi đường cầu mễ_trì cũng gặp cướp may là cướp_hụt chứ không là bay màu quên không đi báo_án,3
8006,nguyễn,4
17357,xin_lỗi đã lỡ cừ rồi,2
21010,xem nè_sợ lắm í,3
24031,xịn xò con bò,0
27849,nổ điện nữa ôi,3
13790,minh đăng 2 ka11,4
17919,tội_nghiệp người tacái bọn này xử thật nặng,2
21133,ê_sợ thiệt_á pà,3
10882,bé đánh xã,0
27133,trong nhà bán ga có ai trong đó k mng cầu_mong mng gđ họ k_sao và hàng_xóm cũng an_toàn khiếp nguy_hiểm thật,3
17476,thi_thoảng cũng xem fb của mẹ nạn_nhân xấu_số đấy thương ghê,2
17032,tr ơi mô phật,4
22179,eo ơi,0
15079,vừa run mà vừa mắc cười,3
24777,khúc cuối hết hồn luôn,3
8425,cường a có như này k,0
26091,xót thương quá bao_nhiêu của_cải lại còn bị_thương nặng,2
7483,giống nhà toi,4
17828,có những nổi đau ko dùng từ gì để miêu_tả được,2
1939,đã bị công_an bắt rồi ai,3
4999,thằng này gốc to lắm không đụng được đâu,1
3885,mấy emboypho đã xem và chuẩn_bị,0
5904,ủa hn đâu có mấy dụ này,4
26615,sợ chưa,3
9488,oai,4
17287,nọc đang niềng răng,4
22776,thọ toàn,4
4378,hết tiền nên muốn đi tù có cơm ăn thôi mà,2
5151,ko biết thanh_niên kia có nặng ko lo cho cậu ấy,3
19692,xe kia_niệm a_di_đà phật mong nó không cháy đến mình,3
1453,bắt đc nó là cx 3 4 người bị rồi ko chỉ riêng bạn nam trong video đâu mình cx_rén lắm mình qua đó cx ko xa,3
26025,kinh_hoàng,3
10092,vậy rốt_cuộc là bố nó là ai mn,1
8527,được,4
19092,vài tỉ của mày chưa to đâu mất đi 1 người con thì cha_mẹ họ như_thế_nào mà bảo vài tỉ của mày xong mày thử nghĩ là con mày thì sao,2
8364,tất_cả cũng chỉ tại có ôtô,0
15582,gửi đến ba_mẹ những người_hùng thầm_lặng,0
15431,dương,4
23547,tháng 7 mấy quỷ cô_hồn quậy quá,3
3364,thằng này lấy số đấy,4
3193,rất nhanh_chóng kịp_thời,0
27143,coi xong hú_hồn nhưng vẫn để_ý chủ tus đẹp_trai v l,3
24149,khét lẹt,1
1687,thị cẩm_ý,4
10409,tuổi này khó dậy lắm,0
17966,nghiêm_minh là 8 năm tù,1
25512,xong máy căn kế bên toang,2
1142,tk đấy gặp nhầm mấy ôg võ_sĩ ợ,4
957,hiếu bà ơi cẩn_thận nge,3
1506,nghe tên quận linh_kều quen quá,4
19206,nam mô_a di_đà phật,0
14471,big respect from your country,0
3385,mấy thằng phân_biệt vùng miền đâu rồi nhỉ sao mấy clip này thì không thấy vết răng của tụi mày,1
2062,hóng phần 2,0
17537,r đến lúc chúng_nó đc_thả về có_khi lại rêu_rao khắp_nơi coi như chiến_tích ấy chứ,1
7447,dạo này thế nhiều vụ nhân_quả hiện_hữu quá,4
26995,mong sao chú và ginh dc bình_an nhìn sót quá,2
22507,chán thì sài lò củi nhá,2
20733,chờ cứu_hộ lâu quá,2
12530,gặp tụi t chắc tụi nó giả_bộ xĩu cho đỡ quê quá,0
6753,củ chi_cấm đọc lái xin_lỗi các ông các bác,0
6240,hà_nội bạo_động nhỉ sao các bác để yên_nhỉ,1
18336,mấy đứa này xuống xe nó còn cười được mà phạt thật nặng,1
7455,cái ket của tảm_tiêu và tiện nam,0
4430,e trai gwen à,4
24400,cả 1 gia_tài nhưng người ko_sao là may rồi,2
5440,rep mai nhặt đc 500 k,0
17830,2 ng mất đi con 1 ng mất đi vợ sắp cưới mà cái giá của nó chỉ là 8 năm 6 th,2
9145,cười phọt đá,2
12547,nhìn đểu là nhìn như nào vậy ae để e còn tránh,4
3381,loại người này không để tồn_tại dc,1
26478,xe cứu hỏa lâu vậy,4
9311,tinh mua dong,4
6537,nôn_ghê mà công_ty trễ lương 2 tuần rồi,1
10892,công_an hỏi nhìn điểu là nhìn như nào vậy,4
19016,chạy như còn hơn cướp mà cmt còn bênh đc một mạg người là cả 1 cuộc_đời đó tr cứ kêu tụi nó bt lỗi_ròi trả_giá vậy nạn_nhân thì sao sống lại đc hả,2
9437,đang ngầu mà trời,0
6507,cháu hối_hận quá lần đầu_vào hcm bị ốm_ko có đi được địa_đạo củ_chi không biết bao_giờ mới có dịp vào lại,2
2811,thú_dị cẩn_thận nha bà,4
12142,nghiệp giờ den nhanh mà vài giây thoi,0
17840,cho mik hỏi vs xem phỏng_vấn ở đâu v ạ mik k bt nên hỏi,4
21488,sợ quá hu,3
4274,sợ miền nam lắm,3
25271,tội nhà bên cạnh,2
1708,sợ nha,3
18028,chưa hiểu chuyện gì,4
8118,mèo mả gà_đồng thì gặp báo_ứng thôi,1
112,k dám dừng đèn_đỏ nữa,3
19491,1 mạng người 9 năm tù ha,1
4523,đang lấy số á,0
10963,mấy ông chõi con,1
28652,sợ thật,3
22843,như pháo í,0
2955,chiến này về còn cung_tay chua_trộn,1
17882,tội mấy e quá mong mấy e được an_nghỉ,2
704,ra đường giờ thấy ghê ghê,3
26392,cứu hỏa đâu rồi thấy huấn_luyện bài_bản lắm mà,3
5204,xin 1 folow đi,0
7591,nào ck tao làm_vậy với bồ nó là lúc tao thảnh_thơi ngủ ngon đó,0
9986,quê dùm,1
14152,tại_sao không buông,2
7538,nể mỗi anh này bản_lĩnh nha được,0
279,sợ luôn,3
26387,mong gd chú mau khỏe,0
13530,đời ko xô_đẩy cháu tự ngã,2
20671,sợ thật sao cứu hỏa lâu vậy ban giờ sao rồi,3
3778,tú,4
13653,ăn_mặc như tộc,1
6807,hứa với các bạn luôn các cụ nhà ta bây_giờ chắc phải có vài trăm thậm_chí cả nghìn cái địa_đạo như củ_chi tự_hào vn,0
11024,úm bala mũ hiện ra,0
18332,nghe bảo mức án có mấy năm tù à còn quá nhẹ với những đứa này,1
406,con_người cứ làm_sao ấy nhờ,4
3684,mấy thằng ko bth,0
15985,7 bà cám 1 bà tám sao chơi lại,1
22931,máy cặp đôi đang đẩy nhau trong khách_sạn kiểu bên ngoài làm_sao ấy nhỉ,4
26789,vì sao bị cháy nổ vậy bạn,2
24004,cứu hỏa coi sao ko bơm nước coi mãi vậy,1
17763,quá nhẹ,0
16846,cận cảnh tấm đi cưa cây bị dì ghẻ hãm_hại,2
22544,vợ nè xem kinh thật,0
22084,tr ui,0
8541,anh chỉ muốn thêm không muốn bớt tại_sao em cứ ép anh,1
16280,mạo_hiểm quá,3
4689,xem thôi cx sợ r á,3
26433,cũng phải có thời_gian để xe chữa_cháy tới chứ bô thần_thánh hay j có cháy là tới liền dc lại mấy mẹ,1
28775,vãi cả lo mẹ kêu_gọi cho điện tắt điện ngay đứa con gái nhưng_mà ko liên_quan j đến nhà mình,1
16030,nguy_hiểm quá,3
26925,ở đâu z,4
8965,duy_tuyến bé,0
8964,đức_trọng,3
13939,cái kết cũng vui vui_lòng rồi,0
15297,k thấy hài_chỗ nào mà ghép nhạc vậy lo cho chú tay_chân bị gì thôi,2
2516,rồi đợi đèn_đỏ chắc phải quay đầu 360 ° để bảo_vệ an_toàn,3
25091,thương quá,2
1855,vạn hạt mưa rơi không hạt nào rơi nhầm chỗ những người ta gặp không ai là ngẫu_nhiên,0
5909,nơi này công_an yếu,1
816,ghê qá_hà,2
7094,cưa đến bao_giờ đốt cho nhanh,0
16334,tưởng đăng_xuất luôn,2
26125,ủa sao ko gọi cúp điện,4
4418,ly bảo ủa,4
19334,mạng người mà chỉ trả_giá bằng vài năm tù là còn nhẹ đấy vài năm đấy con_người ta sống lại được không nếu trên đời không có pháp_luật thì giá phải là mạng đền_mạng đấy,1
14913,huynh phát mnhut nguyễn,0
28752,đéo có xe cứu hỏa,2
24314,chỗ bị cháy này là ở đâu v mấy bạn,4
27585,ủa mình k hiểu mấy b bị vấn_đề về quang_học hả mà k thấy cái xe ngay đầu video còn s k phun nước thì có ai phun nước vào khí gas để dập lửa k,1
26656,trời ơi_khổ quá dịch mà_còn chay nữa,2
20269,nguyên_nhân do đâu bị cháy vậy,4
14308,sợ online,3
20300,ăn tết sớm hên ko ai bị_thương,0
