line_number,text,emotion_label
8052,iu thương_vk con mà đi ngoại_tềnh ư_kì quá dị,2
8054,b3 ơi thời e tới rồi,0
8055,tinh mua ha là thương_vk giữ chưa,0
8056,xin ngài hãy dẫn lối cho con,4
8057,ăn phở mà bị mắc nghẹn tội_nghiệp a_trai,2
8058,các anh dạo này có trend lạ,4
8059,nếu mà bảo về hỏi vk cho cưới thêm vk 2 chắc có_khi nó tha,0
8061,lại còn thế nữa,0
8062,nào có bé ba muốn lấy ôtô chở đến nhiệt_tình như này k nên những đứa nó phá gia_đình người ta là kết_quả phải như này,1
8063,phan 97,4
8064,quen zi đc rồi tại_sao phải ép người ta ly_hôn vợ chi không biết haiz,2
8065,omg,0
8066,ối trời đã đồ_chơi đừng đòi là chính thất_hiểu chưa,1
8067,sao bh con_người ai cũng bắt cá hai tay thế,2
8068,wow quá bất_ngờ,0
8069,ê não,4
8070,thì kiểu là vậy đó,4
8071,le,4
8074,thủy 37,4
8075,càng nhiều vụ như này tao càng thích,0
8076,chung tình quá cơ,0
8077,lâu rồi mà,4
8078,tinh_tag zô và k nói gì thêm,4
8080,y_chang vụ ông bs,4
8081,ô chồng bao chị_em mơ_ước,0
8082,này thì bé 3,0
8083,cả 2 đều trả_giá vì ngoại_tềnh,1
8085,dù có ngoaitinh ít_nhất vợ vẫn là số 1 k,0
8087,thương vk đâu ra mối tình_tay ba chen vào,2
8089,vậy đừng để người ta hy_vọng và đừng làm khổ họ,2
8091,dc,4
8092,giống kiểu vai rớt_nhi,0
8093,không bi_phan đi m phan_đi,0
8094,hài,0
8095,hảo hán,0
8096,trả xanh đầu đội lông gà mà cứ nghĩ mình là phượng_hoàng bản_thân là công_công cứ nghĩ mình là hoàng_thượng_thích nạp yêu phi,1
8098,đc hảo_hán,0
8099,thương_vk mà ngoại_tình àh còn khai cướp ổng nữa chứ muốn chửi mà ở tiktok chửi ko được nên ức thật,1
8100,đúng chất người đàn_ông của năm mong mây e tiểu_tam biết thân biết phận_vật thế_thân mà đòi_hỏi quá thì chỉ có thiệt_thân thôi,1
8101,gì tr,0
8102,người lần ko ra người đầy gái,1
8103,chịu với mấy ông bây_giờ ăn phở mà ko muốn bỏ,1
8104,giống nhà toi,4
8105,vãi bà nờ,1
8106,mến,4
8108,hiếu,0
8109,quá đinhr,1
8111,đã là người thứ ba mà_còn không biết_điều nữa,1
8114,quá wow cho anh_trai,0
8115,thua mỗi thực_dân_pháp cái quốc_tịch,1
8116,vk biết kiểu j_chả ly_hôn,1
8117,đủ wow rồi đó,0
8118,mèo mả gà_đồng thì gặp báo_ứng thôi,1
8120,chịu,4
8121,ngân,3
8122,nhà tôi sẽ ngược_lại nha_t để cho ck đi_ở công_khai với con kia song giờ nó về đòi ly_hôn_vk để lấy con kia và đuổi t ra khỏi nhà,2
8124,chị vợ ko cần làm gì 2 đứa tự_động lồi ra,0
8126,tr tr thiệt luôn hả,0
8127,đúng là miền nam có những vụ án chỉ có trong tưởng_tượng,4
8128,sợ thế thế_này ai giám_cặp bồ nữa,3
8129,sao giờ tình_yêu nó lạ_dị,2
8131,có bản_lĩnh,0
8132,ok đó ah,0
8133,đàn_bà ngoại_tình vì cảm_xúc còn đàn_ông thì vì_thể xác_ty và td vs đàn_ông là riêng_biệt còn pn thì tư_duy là ty vs td là 1,4
8134,thế bị tịch_thu xe àh,4
8135,nhung bin jin,4
8136,mấy ông ngoại_tình vào đây hùa đây mà,1
8137,năm nay đúng là năm sự_thật,4
8138,thương vk giữ chưa,0
8139,a g i ối dồi ôi,0
8141,cho mấy đứa trà xanh mở to mắt,1
8142,lỗi do cô gái rõ quá rồi,1
8143,chịu đấy,0
8144,bà vk ở nhà chắc_niệm phật may quá mình chưa kịp chửi con bồ,1
8146,nể a này,0
8147,ươ,4
8148,vụ nấu_ăn thanh_tâm,4
8149,vụ này ở tra vinh,4
8150,nể lắm,0
8151,ko_thể ly_hôn với vk vậy ngoại_tình để lm gì cái này là do bản_thân tự dồn mình vào đường cùng tự lm tự chịu,1
8152,hảo anh zai,0
8153,mấy bà nhân_tình mún vào ăn của ngui ta nên mới bay màu lun,1
8154,a vẫn rất yêu vợ,0
8155,ngộ ha đã ngoại_tình còn muốn gđ hạnh_phúc,1
8156,dừa lòng tao,1
8157,y vk_thương con vẫn y_bạn đời là bt nhé vì đan ông chỉ muốn thêm kh muốn bớt nên phụ_nữ đừng hỏi y_vk sao vẫn đi bạn tình_đc hỏi những câu kh có não,1
8158,mát mát,4
8159,số 1 luôn,0
8160,chính lối sống trái đạo_đức là vậy đó tao k cổ_súy nhưng trách nạn_nhân trước,1
8161,mạnh_mẽ răng đe bọn baby thre bớt lồng_lộn lại nên biết vị_trí của mình nhe chúc a_dc giảm án vì hành_vi tốt,1
8162,t có_thể cặp với cô nhưng bỏ vợ thì ko,0
8163,cái kết_viên mãn cho cả 2 hy_vọng tất_cả những kẻ ngoại_tình đều có cái kết như_vậy,0
8164,sao toàn b gái vào cmt vậy,4
8165,vui ha,0
8167,mun,4
8168,đàn_ông ngoại_tình thì vậy còn mấy vụ đàn_bà ngoại_tình thì về tiễn luôn ck,1
8171,nhờn với cậu à,1
8172,thùy linh,4
8173,1 mũi_tên bắn 1 phát chúng 2 con nhạn,0
8174,cứ bồ_bịch cơ_vk đẹp ngon_ngoan ko thích,0
8175,nể ông luôn,0
8177,trong mấy th ngoại_tinh em nể mối anh,4
8178,trong tất_cả những thg đàn_ông ngoại_tình em nể mỗi anh và bs đồng nai,0
8179,em rất nể anh,0
8180,hảo_hán cả titok em nể mỗi anh hoàng_giờ đến anh,0
8181,hảo hán,0
8182,tôi rất nể anh,0
8183,trong tất_cả ngườibđàn ông ngoại_tình_nể mỗi ông này,0
8184,chắc gì đã phải như lời thằng này nói,4
8186,b3 vào xem nhá chừa nhá,4
8187,i m x ò a n,4
8188,em cũng chưa_thể viết ra được kịch_bản như_vậy luôn,4
8189,“ vợ anh chưa chết ”,4
8191,trừ phẩm_pháp ra a ấy là người có tốt,0
8192,khi nào vậy ta,4
8193,ra_đời em nể mỗi anh,0
8194,liệu có đàn_ông nào mà tránh được cám_dỗ của lạ không ta nếu có thì công_nhận anh ấy thật bản_lĩnh,4
8195,bài_học lớn cho mấy em tiểu_tam,4
8196,tô 196 ng_đức,0
8197,tham_muốn cả 2 nhưng rất tiếc,2
8198,khỏe bà vợ ghê,0
8199,phí cuộc_đời ai cũng toàn_tinh hết,2
8201,ủa nó thương vợ sao còn đi ngoại_tình,2
8202,vừa lòng t lắm mấy con_bé 3,0
8203,phương_thảo,4
8204,g o c k e m,4
8205,cái kết có hậu,0
8208,bà vợ tính ra khỏe re,0
8210,tây,0
8211,ê_nha ê_nha tại_sao ảnh tên lộc,4
8212,kết_đep của ngoại_tình mong những cặp ngoại_tình phát_huy như anh ấy,1
8213,đó nghe cho rõ thêm chứ ko ai bỏ đâu chứ dại mà nghe lời đàng ông kẻo rước họa vào thân,1
8214,lên 123,0
8215,rồi a chuộc lỗi voi vk khá ok,0
8216,phúc,4
8218,chị vợ chắc cảm_động lắm,0
8219,sai với pháp_luật nhưng đúng với vợ,0
8220,chị vợ đâu cần_động tay,0
8221,ko le 2025 là quả báo của be 3,4
8223,vừa lòng t lắm,0
8224,chị vk ngồi yên_ko cần làm j 2 ac kia rủ về âm_phủ,1
8225,hên là ko ra_tay với bà vợ,1
8226,ngọc hiếu,4
8227,vân k,0
8228,ngon lành_đỉnh của chóp,0
8230,cái giá phải trả cả 2,1
8231,bản_lĩnh thật,0
8232,vừa lòng,0
8234,nể mỗi anh này bản_lĩnh nha được,0
8235,nghiệp quat ca 2,4
8236,đàn_ông chúng_tôi yêu vợ lắm nên chị e đừng bắt chúng_tôi bỏ vợ,0
8237,nhanh gọn_lẹ ủng_hộ 2 tay,0
8238,chịu luôn,4
8240,mấy bạn nữ nào đang là bé ba zô coi mà sáng_mắt ra nha t ko hiểu sao nhiều con đt thik phá gđ người khác mới chịu được bộ hết trai để yêu à,1
8241,a ck này dk ấy,0
8242,ơi là trời,4
8243,ngoại_tình n cũng có trách_nhiệm vs vk đó,1
8244,t mong tất_cả những đứa b3 sẽ gặp cái kết_k kém kết trên khối đứa vào lặng_lẽ được cmt thôi,2
8245,y là y còn gd là số 1 người đàn_ông bản_lĩnh,0
8246,vãi các ông các ông chỉ muốn thêm chứ ko muốn bớt,1
8247,cũng là 1 vấn_đề,4
8248,kính a,0
8249,chứng_tỏ quá yêu vk cảm_kích quá,0
8251,em nể mỗi anh thôi đấy,0
8252,h ct toàn thây k bầu là phải đội ơn nyc gòi sừng 30 40 c_a thoải_mái e chil gơ e oki,1
8253,trong những thằng cặp bồ_em nể mỗi anh,0
8254,tất_cả những thằng ngọa_tình e_nể mỗi a chắc vk_a cũng k dám ly_hôn ạ,0
8255,lavender,4
8257,có tinh_thần yêu vợ nma kh đáng_kể,0
8258,bâyh cái gì củng có_thể xảy ra hết dị_chời,4
8259,a là 1 tấm gương để các a ngoại_tình noi theo,0
8260,cái kết khá hài_lòng,0
8261,ra_đời e_nể mỗi anh,0
8262,phạm,4
8263,chuẩn nét bóc bánh trả tiền trả luôn xác,1
8264,ối zồi ôi,0
8265,vũ,4
8266,trà xanh rét liền,1
8267,bản_lĩnh quá ha,0
8268,linh,0
8269,cái giả của phản_bội,1
8270,quá da_man,1
8271,nghĩ tới c vợ nghe tin kiểu,0
8273,giờ mới thấy ngoại_tình cũng đúng nà,2
8274,từ giờ khối con_giáp 13 không dám đòi làm chính thất nữa,0
8275,nể,0
8277,gòi gòi giờ mấy b3_đố giám_xíu chồng ng ta về bỏ vợ,0
8278,ra_đời em nể nhất anh,0
8280,ng vui nhất là c vk,0
8281,trọng hiếu96,4
8283,ạ luôn,0
8284,kaito khó lói,4
8285,chung,2
8287,thật_ra chúng_tôi ko bao_giờ bỏ vợ,0
8288,nhân_quả của tiểu_tam k,1
8289,quen thì quen hk_co vô_ép người ta li_dị ngen,0
8290,kh phải tao nhé,0
8291,đấy các bé 3 cứ đòi ngt ly_hôn_vợ cho lắm vào,1
8292,a chồng uy_tín nhất năm chơi đúng luật nhưng vẫn phạm_luật,4
8293,mấy a cặp bồ nên học_hỏi a này,0
8294,là sao nữa,4
8295,t mong mấy con b3 thấy đc_cảnh này và bỏ nghề,1
8296,ngta vẫn yêu vợ mà cứ bắt li_hôn,1
8297,trong tất_cả những thèng ck ngoại_tình e_nể mỗi a và bác_sĩ đồng_nai,1
8298,cái kết đẹp,0
8299,đã k thích còn cứ sui,1
8300,2025 đỉnh vãi đạn cái gì cũng có_thể xảy ra,0
8301,tri làm mẹ em bé salmon,0
8302,sau các chị bé ba nhột không dám lên gân lên cốt đòi_hỏi nữa,0
8303,đấy đàn_ông là phải yêu vợ,0
8304,vậy là thương_vk dữ chưa,0
8305,người đàn_ông chung tình,0
8306,j v tr,4
8307,dám làm dám chịu nể_a rất trách_nhiệm,0
8308,lùn,4
8309,xã_hội này em nể mỗi mình anh lục,4
8311,từ nay em ko dám đòi_hỏi,2
8312,dk đấy a ạ,1
8313,lâu rồi mà đk,4
8314,đàn_ông ngoại_tình_nể mỗi sếp,1
8316,trung_dũng,4
8317,anh có làm vợ cảm_động không,4
8318,khỏe ghê_ko phải đánh_ghen mà 2 đứa vẫn bị xử,0
8319,t nghe nhầm ko nhỉ rất yêu_vợ mà_lại 4 lù nhân_tình là sao,0
8320,hảo_hán hảo_hán mấy con baby thre lưu_ý nhé,0
8322,ngoại_tình mà chất như z thì mới nên ngoại_tình nha mấy ba chứ ngoại_tình xog zề đánh vk là hèn lắm ák,1
8323,nhiu con lay_ck ng ta nhưng hối_thúc ng ta về bỏ vk để lay nó còn ko chọc tức vk nguoi ta đi nhu_vay cũng đáng,1
8324,nể,0
8325,đã bảo chỉ để ngủ thôi vợ_con a vẫn là nhất mà k nghe cơ,0
8326,đúng ng đàn_ông yêu vk,0
8327,sơn,4
8330,lương,0
8332,đang nuôi tóc,0
8333,vụ này lâu rồi,4
8334,quỳnh,4
8335,lối sống lệch_lạc trên mạng yêu tiền,2
8336,trang,0
8337,ê sợ,3
8338,bó_tay,4
8339,chị vk cười hết phần đời còn lại,0
8340,ông này được nè,0
8341,tính nóng như kem,0
8342,thua,2
8343,giai_thich,4
8344,mấy con_bé 3 nhớ nhá đã sai r đừng đòi leo lên đầu nta,1
8346,này mấy năm trước r mà trời,4
8347,cứ ngoại_tình cứ vậy mới hay cần nhân rộng,0
8348,ra_đời e_nể mỗi a,4
8349,nào ck tao làm_vậy với bồ nó là lúc tao thảnh_thơi ngủ ngon đó,0
8350,e chưa lấy vk từ giờ e_nể mỗi a,0
8351,bây_giờ vợ lại có th khác thương thay,1
8352,khoan rồi anh có bạn gái chi,4
8353,đang đợi cho tiểu_tam không làm mà đòi có ăn_thiếu gì trai tận trên thế_giới này không yêu đi yêu chong người khác,1
8354,anh ấy còn yêu vợ thật cảm_động,0
8355,tùng,4
8356,hải yến,4
8357,hôm trước em nể nhất a_huy_hoàng nhưng hnay em chuyển qua làm fan của a,0
8358,thật_sự,4
8359,ê,4
8360,loại đàn_ông tàn_bạo và ích_kỉ,1
8361,tham_cái của lạ rồi để tù_tội mất hết,1
8362,thánh_thần thiên_địa_hội ơi,4
8363,việc này mấy năm r h_mò lại tạo view zị bay,1
8364,tất_cả cũng chỉ tại có ôtô,0
8365,hôm_nay hả mn,4
8366,ngoại_tình nhưng chung thủy,4
8367,chỉ có anh mới khiến em nể đến vậy,0
8368,vụ này lâu_r mà,4
8369,đàn_ông kể_cả ngoại_tình ko ai chịu li_hôn_vk đâu vk là nhất,0
8370,chắc_tâm tao ác tao thấy kết_quả hả_hê cho những kẻ ngoại_tình kẻ thích làm tiểu_tam,1
8371,bản_lĩnh,4
8373,dã_man,1
8374,em nể mỗi anh,0
8375,hảo hán,0
8376,hợp_lý,0
8377,đứt khoát tốt,0
8378,trong tất_cả những thg đàn_ông ngoại_tình em nể mỗi anh,0
8379,dương_vật hướng về người_tình nhưng trái_tim và lí_trí lại ở bên vợ,4
8380,10 đ cho a zai,0
8381,bản_lĩnh ngoại_tình là đây,0
8383,ck ma_duoc v may nguk vk tui toi đỡ khổ hk,0
8384,hảo hán,0
8385,cj vợ ở nhà ngồi 1 gốc cười hả_hơi,0
8386,yêu vk mà ngoại_tình thì ko đúng rồi,2
8387,nể mỗi anh này,0
8388,shop92,4
8389,nhanh gọn dứt_khoát vậy là ok lắm nha,0
8390,ngân_nhi chủ nhỏ tiệm phun xăm,4
8391,thế_năng li_hôn chưa,4
8393,trên đời này kh thằng đàn_ông nào kh ăn vụn chỉ là nó biết chùi mép hay kh thôi nhìu thằng hay chỉ_trích người khác nhìu khi nó còn hơn vậy nữa,1
8394,năm nay là tam_tai của các bé ba,2
8395,hảo hán,0
8397,khó thế mà anh cũng làm đc,0
8398,em nể mỗi anh đấy,0
8399,tôi không trách đàn_ông ngoại_tình tôi chỉ trách bé 3 đòi_hỏi ck người ta là của mình,1
8400,cái giá quá đắt dành cho các bé b3,2
8401,ở q7 này e_nể mỗi a thôi,0
8402,chứng_tỏ chàng trai chung_thủy với vợ a ấy ko làm gì để có lỗi với vợ tuyệt_vời,0
8403,cái kết có_hậu cho những người muốn xen vào_cuộc tình_tay ba,1
8404,đấy phải thế e_nể mỗi anh đóa,0
8405,đúng đúng,0
8406,bé ba nhớ nha kêu nó ly_dị vợ là nó giết nên bớt ảo_tưởng lại nha mấy bé ba,1
8408,jo đi tò thì vk cũg li_hôn àk,0
8409,đấy là anh ck đang cảnh_cáo cái b3 dùm các anh đấy,0
8410,ủa sao nghe câu vẫn ju vk_thương con nhưng vẫn ngoại_tình giống ck mình hay nói vậy,0
8411,hả,4
8412,dh,4
8413,thằng này dc dám làm dám nhận nha,1
8415,tao xin nể nhất thằng này,4
8417,dù a ngoại_tình nhưng e vẫn nể a,4
8418,nể a,0
8419,đã k thik_r mà cứ ép t yêu mỗi vk t thôi,2
8420,a này chuẩn ne,0
8421,ra_đời e_nể mỗi anh,4
8422,đoàn,4
8423,tốt,0
8424,uy_tín_nha,4
8425,cường a có như này k,0
8427,sao nghe cái kết có_hậu ghê,0
8428,tội chị vợ ko biết nên vui hay nên buồn,2
8429,bà n chắc cũng xinh,0
8430,ra_đời em nể mỗi anh vừa ngoại_tình vừa chung_tình nhể,4
8431,đầu thế tình_yêu nhỏ đã bắt ly_hôn vợ chưa,0
8434,ồh thân_xác nơi em nhưng tim anh nơi vợ nha,0
8435,may em beba vao nghe va_nhin nha,4
8436,ngoại_tình nhưng lại chung_tình,0
8438,tính ra làm bé 3 rồi mấy anh ngoại_tình cũng vui_he ồn_ào cũng vui,0
8439,đã bảo ko bỏ vk cứ bắt bỏ e_nể a,0
8440,ngoại_tình nhưng a vẫn có_sĩ diện của thằng ngoại_tình nha,1
8441,quyết k bỏ vk,0
8442,mấy con tiểu_tam vô_đọc nhột lắm đây,0
8443,a ấy thật là chung thủy,0
8445,vũ_sốc,0
8446,bảo_vệ vợ tới cùng,0
8447,ôi vậy thi cảm_ơn qua,4
8448,mấy con baby 3 xem đi rồi tém tém lại nhé,0
8449,em nể anh lắm,0
8450,em nể anh nhất được lắm anh_trai,0
8451,cô vk cười cả đời cộng lại,0
8452,đấy em hoa ạ,4
8453,hảo hán,0
8454,tui nể cụ roài,0
8455,qua vụ này về nhà k giám_nhắc đến chuyện li_hôn_mí ck,2
8456,bản_lĩnh,4
8457,tiểu_mỹ,4
8458,t lạy,1
8459,e_nể a quá a ơi ai bắt bỏ zk là cho đi bán muối vs ông_bà luôn,0
8460,a yêu vợ nhưng a_ko muốn mất em t nghe t rùng_mình,2
8461,hợp_lý,0
8462,máy chị vợ cứ giả_khờ đi rồi tụi no_se làm mình hài_lòng k cần làm ầm_ầm lên,1
8463,ra xã_hội e_nể mỗi a thôi đấy,0
8464,nói k phải ác chứ cái kết cho những đứa đã làm tiểu_tam mà hay đòi danh_phận muôn_danh_phận kiếm mấy anh ch vợ mà quen,2
8465,em khum bắt bạn bỏ vợ đâu,0
8466,trung_kiên,4
8467,em nể mổi anh đấy,0
8468,dị_jk cho t,4
8469,a chỉ ko chung_thủy với vk thôi chứ bảo bỏ vk a_ko làm dc,0
8471,ai vẻ bắt_li_hôn với vk,0
8472,r â m,0
8473,đã bảo k bỏ vk mà,1
8474,bà nào đang là bé ba thì nên rút kinh_nghiệm nhen_hở ra là kêu li dị_zk để tới z mấy bà ngừng thở như_chơi nhen,1
8475,phải chi ông nào đi ngoại_tình cũng được vầy thì khỏe ha,0
8476,hời ơi đã luôn quá đã k,0
8477,làm khổ 2 ng đàn_bà,2
8478,có thật luôn ah,4
8480,trống_nuôi con,4
8483,vãi,4
8485,ơ,0
8486,store92,4
8487,dung bé 3 cứ gọi hết hồn,3
8488,phạm,0
8489,a thật là vi_diệu,0
8490,mấy ông ca cũng mất_hồn lần đầu trong đời,0
8491,cũng do phụ_nữ hết,1
8492,em quá nể_tc của a,4
8493,a ngủ với cô ấy nhưng a vẫn yêu e,2
8494,chuyện gì ra chuyện đó vợ là vợ còn bồ là bồ,0
8495,nghiệp quật b3,1
8496,ở men,0
8497,xin_lỗi t k_ác nhưng t hả hê quá,0
8498,ra đường e_phục mỗi anh,0
8501,thông_minh kinh,0
8502,mấy bé 3 chắc áp_lực lắm,0
8503,làm bé ba ko bao_giờ có kết_cục đẹp,2
8505,hành,4
8507,huân_chương hạng mấy nhỉ,4
8508,ôi là trời cái tội ham lấy ck và cái kêt,2
8509,tao thề mai_mốt tao ko dám đòi_hỏi gi luôn,2
8511,anh nhất anh,0
8513,god,0
8514,gét ngt nhưng vừa_lòng với mấy con tiểu_tam,1
8515,bé ba phải gặp những pha như này mới chừa được chừa đời,0
8516,ông này chất đấy,0
8518,nay lâu rồi mà ta ông nay ở trà vinh,4
8520,dừa 49 gặp 500,4
8521,vừa lòng,0
8522,các e bé 3,0
8524,thế chịu rồi,4
8525,huy,4
8526,cái kết ngoại_tình luôn_luôn là vậy,2
8527,được,4
8528,bỏ đi mn_oi yêu_đương gì nữa,1
8529,ở_vậy cho khỏe ln đi,4
8532,cái kết cho những kẻ,4
8533,thấy chưa tiểu_tam,0
8534,vk đỡ phải ra_tay,0
8535,ai luyến_sinh sầu_âu ai luyến_sinh sợ_hãi,2
8537,lờ tờ,0
8538,ánh ra_đời nể mỗi a này,0
8539,luật nhân_quả,4
8541,anh chỉ muốn thêm không muốn bớt tại_sao em cứ ép anh,1
8542,bà vk khỏe re khỏi phải đau_đầu nghĩ cách tụi nó tự đưa nhau đi xa đứa thì đi tháng về 2 lần đứa thì nhà_nước bao cơm phẻ re,0
8543,sợ ghê,3
8544,k được bắt_a bỏ vợ nha_nha,2
8546,bà vợ khỏe re,0
8547,ngàn lần cảm_ơn tiểu 3,1
8548,hảo hán,0
8549,phương thất_bại,0
8552,nè mấy con_bé ba,1
8554,ngoc,4
8555,trúc,4
8556,đẳng_cấp,0
8557,loạn hết rui,1
8558,trực 12 mô phật,0
8559,máy đoàn hương_trời oi,4
8560,mini,4
8561,cái này là ngoại_tình bị_nghiệp quật nà,1
8562,cô_dâu,4
8564,ủa nhớ vụ này ở trà vinh_lâu rồi mà ta,4
8565,e_nể nhất a rồi,0
8566,quả này các cụ phù_hộ cho c vk lắm đây này giải_quyết được cả 2 luôn,0
8567,sợ quá sợ quá,3
8569,cái kết của ng thứ 3,4
8570,quả táo đến sớm quá,4
8571,cứ dị cho t mấy e bé bi chuẩn_bị tinh_thần hửi đất,1
8573,b3 cứ yên làm b3 đi ai kêu dành chỗ chính thất_chi chưa nghe vụ ông bác_sĩ ở bv đồng_nai à,1
8574,chuc mung 2 bạn,0
8575,cạn tình mất_nghĩa,2
8576,ba xoài,0
8577,hẳn là yêu vk_thương con what,0
8578,nguyen 95 thua,1
8579,đội ơn em,0
8581,hong,4
8582,đã bảo ko bỏ vk mà con ny nó ko nge,1
8584,khi bạn thích ăn phở và ko muốn bỏ cơm,4
8585,chắc bà vợ mát_lòng mát_dạ lắm đây,0
8586,tính ra a ta chung_tinh và yêu vợ thả ảnh ra,0
8587,tú,4
8588,mấy c e_định làm bé 3 thì nên rút kinh_nghiệm nhé,0
8589,sao đời giờ chuyện gì cũng có_thể sẩy ra hết vậy ớn quá đi,3
8590,vi_khuẩn đã nói hẹn_hò không có nghĩa_là yêu nhau,4
8591,mấy e ba bi_tờ ry có ý_định làm chính thất_chắc cũng rén,3
8592,ngoại_tình là do_nghiệp nhé đấy ae tụi tôi đã chia xớt tình_cảm cho các bé beby rồi các em còn dùng_dằng yêu_cầu này nọ thì tém_tém lại nhe,0
8593,tự_hào về anh,0
8594,a đã bảo rồi chủ cặp thôi cứ ép a,1
8595,ha eo cuối_cùng tâm vẫn hướng về gia_đình,0
8596,có ng t3 mà vẫn yêu vk_thương con,0
8597,đàn_bà có đẹp cũng chỉ làm chậm tốc_độ rút dao mà thôi,1
8598,chà thấy cái vụ đa_thê của tiền_nhân khá hợp_lý,4
8599,vụ mới hả_mn hình_như trc cũng có 1 vụ y_như này nhỉ,4
8602,bản_lĩnh đan ông là hải như vây,4
8603,thật cảm_động,0
8604,hảo,0
8605,phải cho bồ xem mới đc,0
8606,cái này có gọi chung_tình với vk k ta,0
8607,tốt,0
8608,vãi cả vẫn còn t_c với vk buồn cuời thật,0
8609,giỏi lắm anh chồng,0
8610,thua,2
8611,k rep ở lại lớp,1
8612,nửa đời sau lên núi ở,4
8613,chắc gặp thằng nhỏ hơn nó chứ gặp mình chắc nó không dám xuống xe,1
8614,đang táo_bón cười phát_phọt hết cả ra,0
8615,tim để gia_đình mạnh khỏe,0
8616,parky nó vậy đấy,4
8617,tim để gặp nhiều may_mắn,0
8618,ủa đâu ra 2 cái mũ vậy khúc đầu nó có đội đâu nhỉ,0
8619,nhìn đểu là như nào vậy mọi người mấy giang_hồ hay nhận ra cái nhìn đểu lắm mình thì ko hiểu như nào l,1
8620,ko tim ở lại lớp,0
8621,tim gặp nhiều may_mắn,0
8622,“ m thích cười không ”,0
8623,ê_lỡ cười to quá kh biết_mấy ảnh có nghe thấy kh,0
8624,chuyện thường_ngày của parky,4
8625,tưởng mình ngầu,0
8626,hướng nội_đời còn lại,2
8627,lại parky ra đường toàn xưng bố,1
8628,bổ_túc parky,4
8629,cái này chắc cali con,4
8630,nửa đời còn lại lên núi ở ẩn,2
8631,uể ôi oai_oai sí sí,0
8632,hu lam anh nhìn đểu tao ko,1
8633,đau 1 nhục 1000000,2
8634,tao từng thắc_mắc sao namki ko tìm bố h tao biết miền bắc là bố của namki,1
8635,sao xã giận xong là có 2 cái nón hay v,1
8636,bản_chất parky,4
8637,parky thôn hóa_lành chứ đâu,0
8638,parky hài quá,0
8639,video này từ năm_ngoái rồi ngay chỗ nhà mình,4
8640,tui ko pdvm nhưng sao mấy cái chuyện lúc_nào cũng là dân bắc vậy ta,4
8641,tiếp_tục hành_trình parky tìm bố,4
8642,khổ nhìn cũng không yên,2
8643,chắc gặp ông đang học mẫu_giáo nhìn đểu nên mới đc dịp oai như_vậy,0
8644,parky đi tìm bố nữa roi,2
8645,parkỳ khó vậy cũng nghĩ ra,0
8646,cười 1 hồi nx chc t chet,2
8647,đang đến tháng t cười tràn_bỉm,0
8648,parky tìm bố,0
8649,hướng nội hết phần đời còn lại,2
8650,nút hả_dạ ở đây,0
8651,m thích nhìn đểu t ko,1
8652,hướng nội_nốt phần đời còn lại,2
8653,mắc cỡ dùm,2
8654,tưởng tạch thì chia vui cùng xã_hội,0
8655,lạnh buốt_hoàng thik nhìn đểu t k,1
8656,thích nhìn đểu bố mày ko,1
8657,hướng nội hết phần đời còn lại,2
8658,ố ắ_ớ ó_ý ổ à ả ề đ ề ồ_ệ á ú_ẹ ò ồ,2
8659,nhanh thật,0
8660,ông kia nhịn cười giỏi đấy,0
8661,con bạn tao nó cứ hỏi sao đi đâu m cũng đeo kính thế tao liền cho nó xem video này giờ ra đường cứ nhìn là mấy a xuống xe hỏi ngay,0
8662,ủa cái clip này t coi mấy năm trước,4
8663,ngại dùm,4
8664,phát này nhìn thật ko phải nhìn đểu,0
8665,đúng mấy thằng phố núi,4
8666,xiloi vì đã cười,0
8667,hướng nội hết phần đời còn lại,2
8668,definitely be done m nhìn đểu t à,1
8669,đang ngầu,0
8670,hướng nội tới già,2
8671,sory bà nha xe tui hơi giãn á,0
8672,bản_chất toc,4
8673,các cháu tưởng thế_là ngầu,4
8674,ra đường nể mỗi 3 anh này,0
8675,lần sau đi đường nhắm_mắt cho lành,3
8676,có được cộng điểm thi không nhỉ,3
8677,hiếu báo_thủ bị nghiệp quật,1
8678,dân bổ_túc là nó phải thế,0
8679,wow ngầu r đó,0
8680,hướng nội tới già,2
8681,rồi lấy cái nón của ngta chi vậy,4
8682,ông trời có mắt,0
8683,t bị z chắc lên núi ở luôn á,2
8684,nửa đời sau lên núi ở,0
8685,cha_mẹ đẻ nuôi vất_vả tốn tiền tốn cơm,2
8686,thich nhìn đểu bố m kh,1
8687,các em lại đi tìm bố,0
8688,ngại hộ,0
8689,vừa lòng kao lắm,0
8690,trong đây nhiều cali vãi kh có nước,0
8691,nửa đời sau lên núi ở hết đời,4
8692,ba anh báo rất ngầu và đẹp_trai,0
8693,m thích nhìn đểu t kh,0
8694,không có xe nên tống 3 hả,1
8695,nửa mắt m thích nhìn đểu bố m k,1
8696,nửa đời sau lên núi ở luon,2
8697,ti qi_vật biến_dạng âm_nhạc,4
8698,xử nhìn đểu là phụ nhảy mũ là chính,0
8699,nửa đời sau lên núi ở,4
8700,mún thấy hình_ảnh tụi nó lên đồn,4
8701,xem hết video xong k dám nhìn đểu 3 báo nữa chuyển sang cười đểu,0
